gender,SeniorCitizen,Partner,Dependents,tenure,CallService,MultipleConnections,InternetConnection,OnlineSecurity,OnlineBackup,DeviceProtectionService,TechnicalHelp,OnlineTV,OnlineMovies,Agreement,BillingMethod,PaymentMethod,MonthlyServiceCharges,TotalAmount,Churn
Female,0.756618423,No,No,22.65072366,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.80756255,1898.860644,Yes
Male,0.16605313,No,Yes,9.472390863,Yes,No,No,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,32.3371954,777.9333207,Yes
Female,0.836977701,Yes,No,39.66399655,Yes,No,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.79072313,3776.060404,Yes
Female,0,Yes,No,65.67877639,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.7954271,7121.926047,Yes
Male,0,No,No,44.97760671,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),85.43836651,4780.843314,Yes
Female,0.904726576,Yes,No,51.04726576,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,97.46893258,5175.532908,Yes
Male,0.3318019,Yes,No,45.318019,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,56.99180425,2813.335825,Yes
Female,0,Yes,No,5.003778132,Yes,No,No,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,21.62417333,191.656719,Yes
Male,0,No,No,20.88951732,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,34.54586045,1079.182119,Yes
Female,0,Yes,Yes,13.97150096,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.97740178,1287.537844,Yes
Female,0,Yes,No,8.257357249,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,68.34412566,727.1790989,Yes
Female,0,Yes,Yes,13.86038312,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.23320308,924.7127517,Yes
Female,0,Yes,No,8.210761272,Yes,No,No,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,30.5515152,256.1871091,Yes
Female,0,Yes,Yes,13.48399447,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),84.29334042,1316.463594,Yes
Male,0,No,No,14.56412376,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.42067196,1318.370436,Yes
Male,0,Yes,No,2.694319448,No,No,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,22.77969982,67.97567108,Yes
Male,0,No,No,3.386601573,No,No,No,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,21.74993016,85.41252712,Yes
Male,0,Yes,No,37.01305057,No,No,No,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,43.47428187,1895.857008,Yes
Female,0,Yes,No,2.625627039,No,No phone service,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,20.77657308,57.10933739,Yes
Male,0,Yes,Yes,30.92394546,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.0132589,3234.930262,Yes
Female,0,No,Yes,30.29853709,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),94.97576275,2943.329094,Yes
Male,0,No,Yes,15.28501146,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Mailed check,54.8092382,374.3470884,Yes
Male,0,Yes,No,27.71058866,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.54985222,631.0323322,Yes
Male,0,Yes,No,8.034290186,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,46.92587557,462.7016656,Yes
Female,0,Yes,No,2.760559894,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,43.77764307,83.1591672,Yes
Male,0,Yes,No,10.14525814,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),70.21075934,673.2370837,Yes
Male,0,Yes,Yes,16.9361923,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,24.51930777,412.1765677,Yes
Female,0,Yes,No,4,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,29.60568555,118.2991555,Yes
Female,0,Yes,No,3.818297139,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.09883465,112.5674016,Yes
Male,0,No,Yes,24.86591327,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.99652783,1207.893679,Yes
Female,0,No,Yes,40.24354876,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,One year,Yes,Electronic check,73.27429095,3112.189544,Yes
Male,0,No,No,6.943925176,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,28.87184629,158.2801409,Yes
Female,0,No,Yes,5.011289923,Yes,No,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,45.56498329,182.5830292,Yes
Female,0.761931067,No,Yes,8.619310666,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),77.23531276,764.8781004,Yes
Female,0.289625767,No,No,9.579251535,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),73.73221689,759.9587818,Yes
Female,0,No,No,36.73963247,No,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),92.80513623,4105.705456,Yes
Male,0,Yes,No,46.88633629,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),101.6943883,4833.00029,Yes
Male,0,No,No,1,Yes,No,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,80.1647926,80.1647926,Yes
Male,0,No,Yes,1,Yes,No,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,75.24629508,75.24629508,Yes
Male,0,No,Yes,2.768274682,Yes,No,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.99379577,188.5360948,Yes
Female,0,Yes,Yes,5.830539139,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),60.20996864,288.171319,Yes
Male,0,Yes,Yes,11.90425815,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),40.62908406,575.4341348,Yes
Male,0,Yes,No,18.91086966,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.19589682,1044.328771,Yes
Female,0.240740984,No,No,63.49999343,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),71.13796887,4542.360891,Yes
Female,0.650803014,Yes,No,52.42831863,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,81.08197308,4172.074879,Yes
Female,0,Yes,Yes,19.50109471,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.87472632,1518.850253,Yes
Male,0,No,Yes,18.12568358,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,83.79475296,1508.36024,Yes
Male,0,Yes,No,44.54780347,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),77.76280349,3286.03503,Yes
Female,0,Yes,No,43.94841812,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.0520446,3887.448943,Yes
Male,1,Yes,No,56.31062658,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,82.11302456,4580.407731,Yes
Male,1,Yes,No,46,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.38271688,2838.819398,Yes
Female,0,Yes,No,12.71702118,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.68441825,667.3481891,Yes
Male,0,Yes,Yes,17.30092078,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,71.07331315,679.1129348,Yes
Male,0.966657008,Yes,No,6.833574811,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,96.15439293,577.8349928,Yes
Male,0.407347098,No,No,3.03673549,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.81564513,240.1525759,Yes
Female,0.577043216,No,No,5.652524629,Yes,No,No,No internet service,No internet service,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),23.20455497,111.9408884,Yes
Female,0.666230617,Yes,Yes,4.671463212,No,No phone service,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,23.73076064,93.75557718,Yes
Female,0,No,No,11.51724316,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),57.89511056,553.377413,Yes
Female,0,No,No,9.415832836,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),63.06107761,531.7562356,Yes
Male,0,Yes,No,1.291996352,Yes,No,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.9605068,37.97598169,Yes
Male,0,Yes,Yes,1.695998941,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),38.10037231,61.97313599,Yes
Male,0.598826872,Yes,No,23.06452206,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,55.73958389,580.9153261,Yes
Female,0.023845578,Yes,No,51.76002996,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.10085197,1029.077909,Yes
Female,0,Yes,Yes,9.298765524,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),50.9413746,339.3472978,Yes
Male,0,No,No,25.81095903,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,48.39256028,965.0375158,Yes
Female,1,No,No,18.43429019,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,34.85425142,697.8648818,Yes
Male,0.26204036,No,Yes,16.83428252,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,29.23889127,525.5365969,Yes
Male,0,No,No,20.24829274,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.84716156,1218.992875,Yes
Female,0,No,Yes,2.456638412,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,One year,No,Electronic check,59.50382167,85.56724469,Yes
Female,0,No,No,4.500752847,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),56.71713275,124.7817702,Yes
Male,0,No,No,1.459122214,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,88.50217286,97.42882049,Yes
Female,0,No,Yes,1.150262896,Yes,No,No,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,22.69875941,31.70701999,Yes
Female,0,No,Yes,26.38014616,Yes,No,No,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,29.93931324,614.2469497,Yes
Female,0,Yes,No,1,Yes,No phone service,No,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),21.60242885,21.60242885,Yes
Male,0,No,No,1.085480537,No,No,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,34.43026611,35.73811832,Yes
Female,1,No,No,3.416513454,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,69.20837532,165.8861743,Yes
Male,0.829772254,No,No,7.46865434,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.19159422,602.399778,Yes
Male,0.365637372,No,No,45.68725257,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.85343628,1641.372526,Yes
Female,0.297570083,Yes,No,15.43925208,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,38.82424234,910.1419552,Yes
Male,0,Yes,No,1,Yes,No,No,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.17030811,36.17030811,Yes
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,64.71789932,64.71789932,Yes
Female,1,No,No,7.360189422,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),69.34040827,468.1398766,Yes
Female,1,No,No,28.59749598,No,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,64.15174814,1758.933716,Yes
Female,0,No,No,37.79476517,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,87.29588512,3362.355017,Yes
Female,0,No,No,2,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,22.68245311,35.12931307,Yes
Female,0,No,No,3.435388237,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.62332234,288.4497694,Yes
Female,0,No,Yes,2.74624936,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,78.91563685,223.581714,Yes
Female,0,Yes,No,22.61691921,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,71.88367852,1857.778111,Yes
Male,0,No,Yes,17.14049544,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.84822704,975.4887217,Yes
Female,0,No,Yes,36.96055126,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),35.55242443,1833.402119,Yes
Male,0,Yes,Yes,11.56200567,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),56.98214242,1278.990196,Yes
Female,0,No,No,5.130561533,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,40.10622961,236.0351427,Yes
Female,0,No,No,22.77145859,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.83439524,1933.232203,Yes
Male,0,Yes,Yes,1.007075353,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,19.71300562,20.343252,Yes
Male,0,Yes,Yes,14.08186184,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),28.44849511,706.9201818,Yes
Male,0,Yes,Yes,14.00868609,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.28412218,1012.674632,Yes
Female,0,Yes,Yes,6.335765272,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,74.41793893,486.3824191,Yes
Female,0,Yes,No,43.16421519,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),74.47760859,3117.663546,Yes
Female,0,No,Yes,37.76960163,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.67286261,3062.513685,Yes
Female,0.699986783,No,Yes,18.49966958,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,72.48400809,1753.992259,Yes
Female,0.779016653,No,Yes,20.47541633,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),78.41519981,1949.769004,Yes
Male,0,No,No,33.80964687,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),27.61906819,929.3371231,Yes
Female,0,No,Yes,39.93761576,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,51.22633883,2360.101136,Yes
Male,0,Yes,No,11.11790899,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,87.04401948,882.646921,Yes
Male,0,No,Yes,19.93588011,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.52771578,1545.062194,Yes
Male,0,No,No,3.904297165,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.22577557,76.43932265,Yes
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,75.96753663,75.96753663,Yes
Male,0,Yes,Yes,25.55962517,No,No,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.51510751,559.3024706,Yes
Male,0,No,No,22.96217057,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),27.77282813,623.0947689,Yes
Male,0,No,Yes,48.1074718,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.26386983,3449.025042,Yes
